,id,title,release_date,popularity,vote_average,vote_count
4737,454527,Benedetta,2021-07-09,32.449,6.6,929
4738,11548,*batteries not included,1987-12-18,21.945,6.6,660
4739,9410,Great Expectations,1998-01-30,20.751,6.638,570
4740,9313,The Man in the Iron Mask,1998-03-12,34.374,6.6,3684
4741,38368,Uncle Boonmee Who Can Recall His Past Lives,2010-06-25,14.381,6.6,335
4742,484247,A Simple Favor,2018-08-29,26.796,6.635,3999
4743,9687,Keeping Mum,2005-12-02,14.433,6.635,534
4744,2621,Return to Me,2000-04-07,13.744,6.6,411
4745,1369,Rambo: First Blood Part II,1985-05-21,70.763,6.635,3698
4746,579047,Reminiscence,2021-08-18,24.032,6.6,1659
4747,555850,The Holiday Calendar,2018-11-02,13.977,6.6,992
4748,513045,Stuber,2019-07-11,22.479,6.6,1220
4749,241855,Spring,2014-10-08,10.415,6.634,658
4750,22171,Ms .45,1981-04-24,20.861,6.6,329
4751,19458,Princess Protection Program,2010-02-13,26.235,6.6,1649
4752,13672,JCVD,2008-06-04,9.824,6.6,485
4753,12155,Alice in Wonderland,2010-03-03,83.65,6.634,13511
4754,11977,Caddyshack,1980-07-25,29.926,6.636,1095
4755,3179,Beavis and Butt-Head Do America,1996-12-20,18.396,6.633,650
4756,245916,Kill the Messenger,2014-10-09,13.495,6.633,814
4757,10155,U Turn,1997-10-03,54.421,6.6,693
4758,2110,Wasabi,2001-10-31,29.019,6.6,1218
4759,774825,The Ice Age Adventures of Buck Wild,2022-01-28,77.319,6.6,1639
4760,2110,Wasabi,2001-10-31,29.019,6.6,1218
4761,774825,The Ice Age Adventures of Buck Wild,2022-01-28,77.319,6.6,1639
4762,529485,The Way Back,2020-03-05,16.599,6.632,1070
4763,244539,Infinitely Polar Bear,2014-01-18,14.521,6.6,360
4764,16418,Barbie Presents: Thumbelina,2009-02-24,23.996,6.6,468
4765,15356,The Girl Next Door,2007-07-19,23.544,6.632,676
4766,6072,One Eight Seven,1997-07-29,16.552,6.6,539
4767,2059,National Treasure,2004-11-19,41.944,6.632,6081
4768,24740,The Entity,1982-09-30,25.739,6.6,449
4769,10189,Pineapple Express,2008-08-06,32.084,6.631,3631
4770,9614,Happy Gilmore,1996-02-16,36.884,6.63,2513
4771,736769,They Cloned Tyrone,2023-06-14,20.124,6.63,491
4772,462883,Woody Woodpecker,2017-10-05,128.134,6.63,675
4773,246860,Clouds of Sils Maria,2014-08-20,9.091,6.6,720
4774,68727,Trance,2013-03-27,18.881,6.6,2102
4775,20760,Lilo & Stitch 2: Stitch Has a Glitch,2005-01-22,49.705,6.63,1351
4776,339964,Valerian and the City of a Thousand Planets,2017-07-20,63.228,6.629,7248
4777,75612,Oblivion,2013-04-10,62.928,6.63,10327
4778,329996,Dumbo,2019-03-27,39.87,6.6,4194
4779,172803,Hours,2013-12-04,22.812,6.6,722
4780,61404,Point Blank,2010-11-08,8.798,6.6,435
4781,11135,The Rescuers Down Under,1990-11-16,8.595,6.6,1215
4782,8204,The Spiderwick Chronicles,2008-02-14,40.226,6.6,2503
4783,5486,A Bay of Blood,1971-09-08,11.424,6.628,347
4784,532938,The Shiny Shrimps,2019-05-08,9.551,6.6,414
4785,13291,Traitor,2008-08-23,14.981,6.6,614
4786,852046,Athena,2022-09-09,28.834,6.6,674
4787,38410,The Poughkeepsie Tapes,2007-04-27,37.673,6.625,565
4788,8467,Dumb and Dumber,1994-12-16,62.976,6.625,5839
4789,709631,Cobweb,2023-07-19,66.153,6.624,659
4790,405177,"Where'd You Go, Bernadette",2019-08-16,12.167,6.6,617
4791,341012,Popstar: Never Stop Never Stopping,2016-06-03,18.928,6.6,1187
4792,21683,Batman: Mystery of the Batwoman,2003-10-21,24.997,6.6,370
4793,10176,The Quiet Earth,1985-09-08,17.076,6.6,511
4794,6964,Something's Gotta Give,2003-12-12,22.856,6.6,1515
4795,683340,Vengeance,2022-07-29,21.148,6.623,320
4796,577242,Kaamelott: The First Chapter,2021-07-21,13.165,6.623,660
4797,481084,The Addams Family,2019-10-10,41.599,6.6,2211
4798,334524,Gold,2016-02-03,45.741,6.623,1559
4799,177494,Veronica Mars,2014-03-13,13.879,6.6,1027
4800,49521,Man of Steel,2013-06-12,72.435,6.6,14707
4801,18415,Gummo,1997-10-17,21.353,6.6,593
4802,11515,Goya's Ghosts,2006-11-08,17.379,6.6,457
4803,8827,99 Francs,2007-09-26,11.184,6.6,695
4804,2454,The Chronicles of Narnia: Prince Caspian,2008-05-15,54.786,6.623,6145
4805,1571,Live Free or Die Hard,2007-06-20,45.8,6.623,5578
4806,632357,The Unholy,2021-03-31,32.703,6.6,2057
4807,454458,UglyDolls,2019-05-01,22.854,6.6,417
4808,448119,Dolittle,2020-01-02,46.028,6.6,3510
4809,19255,Away We Go,2009-06-05,11.749,6.6,542
4810,426284,Blade of the Immortal,2017-04-29,13.175,6.6,509
4811,11884,The Last Starfighter,1984-07-13,19.936,6.6,646
4812,11412,The Long Kiss Goodnight,1996-10-11,27.949,6.6,1121
4813,10158,White Men Can't Jump,1992-03-27,28.74,6.622,1278
4814,575428,The Wild Goose Lake,2019-12-06,7.279,6.6,322
4815,75780,Jack Reacher,2012-12-20,63.068,6.62,6743
4816,16340,Rugrats in Paris: The Movie,2000-11-17,20.278,6.619,437
4817,12113,Body of Lies,2008-10-09,28.457,6.62,2891
4818,4169,Breach,2007-02-12,15.917,6.6,552
4819,547565,The Night House,2021-07-15,24.119,6.618,1046
4820,50837,Martha Marcy May Marlene,2011-06-10,14.265,6.619,704
4821,16340,Rugrats in Paris: The Movie,2000-11-17,20.278,6.619,437
4822,13768,Tuck Everlasting,2002-10-11,16.141,6.6,450
4823,12609,Help! I'm a Fish,2000-10-06,27.5,6.6,405
4824,11184,Kinsey,2004-09-04,13.074,6.6,437
4825,6639,Love in the Time of Cholera,2007-10-04,14.13,6.619,366
4826,547565,The Night House,2021-07-15,24.119,6.618,1046
4827,171540,Big Bad Wolves,2013-04-21,8.502,6.6,357
4828,70954,The Hunter,2011-10-06,17.074,6.6,621
4829,21755,The Brothers Bloom,2008-09-09,16.408,6.6,594
4830,10328,Cocoon,1985-06-21,23.379,6.618,1213
4831,9529,Candyman,1992-10-16,25.434,6.617,1509
4832,8913,Pet Sematary,1989-04-21,48.056,6.617,2045
4833,823766,The Wonder,2022-11-02,15.158,6.616,739
4834,601666,I Care a Lot,2021-02-19,28.188,6.616,2543
4835,49517,Tinker Tailor Soldier Spy,2011-09-16,23.441,6.616,2514
4836,48466,Scared Shrekless,2010-10-28,24.688,6.6,424
4837,22832,Ninja Assassin,2009-09-29,48.776,6.6,1459
4838,20156,Exotica,1994-11-30,22.147,6.616,302
4839,653744,Sergio,2020-01-28,12.048,6.6,317
4840,27995,She's Gotta Have It,1986-08-08,12.686,6.6,305
4841,22970,The Cabin in the Woods,2012-04-12,45.732,6.615,7551
4842,20156,Exotica,1994-11-30,22.147,6.616,302
4843,26388,Buried,2010-09-24,22.648,6.6,2678
4844,22794,Cloudy with a Chance of Meatballs,2009-09-17,44.511,6.614,5676
4845,9913,The Skeleton Key,2005-07-29,22.369,6.614,1967
4846,1576,Resident Evil,2002-03-15,28.841,6.6,6052
4847,33408,The Crush,1993-04-02,17.941,6.6,471
4848,14029,Demons,1985-10-04,22.708,6.6,521
4849,1729,The Forbidden Kingdom,2008-04-18,34.387,6.6,1616
4850,471498,Oxygen,2021-05-12,13.346,6.6,1324
4851,5879,In the Realm of the Senses,1976-09-15,59.573,6.6,579
4852,581726,Infinite,2021-09-09,65.272,6.6,1668
4853,250124,The Diary of a Teenage Girl,2015-08-07,25.616,6.6,696
4854,36819,Time Bandits,1981-07-13,19.766,6.609,932
4855,644495,House of Gucci,2021-11-24,38.967,6.609,2966
4856,420426,Bleach,2018-07-20,17.13,6.6,524
4857,62835,Colombiana,2011-07-27,51.202,6.6,2466
4858,10664,[REC]²,2009-09-15,15.073,6.6,1897
4859,192577,Space Pirate Captain Harlock,2013-09-07,21.358,6.6,987
4860,15613,Fire in the Sky,1993-03-12,35.018,6.6,544
4861,11023,Thirteen,2003-08-20,20.276,6.6,1545
4862,10687,Tigerland,2000-10-06,12.435,6.608,530
4863,9442,Dead Men Don't Wear Plaid,1982-05-21,11.167,6.6,355
4864,1266,Street Kings,2008-04-10,23.644,6.607,1411
4865,1172674,The Rat Catcher,2023-09-29,20.182,6.6,304
4866,483104,A Christmas Prince,2017-11-17,14.11,6.6,1402
4867,10484,The ComDads,1983-11-23,10.526,6.6,377
4868,8961,Bad Boys II,2003-07-18,60.999,6.607,5114
4869,727293,The Tender Bar,2021-12-17,15.18,6.6,494
4870,412656,Chaos Walking,2021-02-24,52.527,6.6,2164
4871,267999,White God,2014-06-12,9.955,6.6,306
4872,12185,Heaven Can Wait,1978-06-28,17.91,6.6,372
4873,833339,Speak No Evil,2022-03-17,68.551,6.605,581
4874,458576,Monster Hunter,2020-12-03,45.678,6.605,3166
4875,13090,Sunshine Cleaning,2008-01-18,17.219,6.6,721
4876,1071215,Thanksgiving,2023-11-16,120.614,6.607,850
4877,529862,Brittany Runs a Marathon,2019-08-23,11.504,6.6,456
4878,9346,Risky Business,1983-08-05,29.301,6.6,1225
4879,8874,My Best Friend's Wedding,1997-06-19,17.059,6.602,2523
4880,5780,Torn Curtain,1966-07-15,16.442,6.6,551
4881,390062,Jungle,2017-06-27,27.277,6.602,1851
4882,27936,Micmacs,2009-10-28,15.967,6.6,559
4883,8874,My Best Friend's Wedding,1997-06-19,17.059,6.602,2523
4884,535167,The Wandering Earth,2019-02-05,29.741,6.6,867
4885,428495,The Nile Hilton Incident,2017-06-19,8.937,6.6,335
4886,136795,The Heat,2013-06-27,34.272,6.601,3792
4887,44865,The Grandmaster,2013-01-10,24.577,6.6,820
4888,12151,Ruthless People,1986-06-26,17.284,6.6,377
4889,68817,Footloose,2011-10-06,26.029,6.6,1607
4890,2605,Short Circuit,1986-05-09,22.237,6.6,1401
4891,431819,Fireworks,2017-08-18,26.679,6.599,324
4892,20178,World's Greatest Dad,2009-08-20,14.625,6.6,568
4893,8738,The Final Countdown,1980-01-31,24.728,6.6,558
4894,8649,Bringing Out the Dead,1999-10-22,19.938,6.6,1004
4895,8005,Robin Hood: Men in Tights,1993-07-28,32.88,6.599,1977
4896,544,There's Something About Mary,1998-07-15,39.181,6.599,4754
4897,706503,Lost Bullet,2020-06-19,20.776,6.6,759
4898,335977,Indiana Jones and the Dial of Destiny,2023-06-28,133.301,6.598,2972
4899,2123,"Me, Myself & Irene",2000-06-22,39.887,6.598,3660
4900,3635,Girl with a Pearl Earring,2003-12-12,27.472,6.6,1314
4901,3525,Working Girl,1988-12-20,23.722,6.6,890
4902,433422,Fairy Tail: Dragon Cry,2017-05-06,19.948,6.6,395
4903,241239,A Most Violent Year,2014-12-31,21.151,6.596,1353
4904,12150,Sea of Love,1989-09-15,18.907,6.6,589
4905,512,Scoop,2006-07-27,20.711,6.6,1566
4906,166,The Party,1980-12-17,20.333,6.6,1078
4907,157,Star Trek III: The Search for Spock,1984-06-01,17.055,6.6,1292
4908,396422,Annabelle: Creation,2017-08-03,63.436,6.595,5420
4909,39781,The Kids Are All Right,2010-07-09,16.25,6.6,1416
4910,31007,Welcome to the Rileys,2010-10-29,13.031,6.6,380
4911,13967,Miss Potter,2006-12-03,15.119,6.6,472
4912,8834,Conspiracy Theory,1997-08-08,18.871,6.6,1376
4913,559907,The Green Knight,2021-07-29,26.492,6.594,1734
4914,109421,Side Effects,2013-02-07,19.204,6.594,2978
4915,27958,Cruising,1980-02-15,25.423,6.6,499
4916,11635,Old School,2003-02-21,26.524,6.594,1724
4917,6972,Australia,2008-11-18,28.579,6.6,2209
4918,80274,Ender's Game,2013-10-24,28.174,6.593,5618
4919,10952,New Jack City,1991-03-08,16.547,6.6,497
4920,10952,New Jack City,1991-03-08,16.547,6.6,497
4921,9944,The Pelican Brief,1993-09-17,40.696,6.593,1471
4922,9532,Final Destination,2000-03-17,63.637,6.593,5331
4923,206408,Chinese Puzzle,2013-12-04,10.522,6.6,658
4924,83899,You're Next,2013-08-22,19.945,6.592,2375
4925,11372,The Eagle Has Landed,1976-12-24,19.682,6.6,303
4926,332340,Man Up,2015-05-29,14.264,6.6,928
4927,13667,Better Off Dead...,1985-08-23,23.05,6.6,465
4928,4105,Black Rain,1989-09-22,23.343,6.6,1017
4929,215,Saw II,2005-10-28,40.955,6.591,5141
4930,622855,Jingle Jangle: A Christmas Journey,2020-11-06,15.707,6.6,493
4931,9463,Vampire Hunter D,1985-12-21,19.674,6.6,455
4932,382322,Batman: The Killing Joke,2016-07-24,22.251,6.6,1741
4933,617502,Jolt,2021-07-15,36.026,6.6,1172
4934,18126,Hannah Montana: The Movie,2009-04-10,26.044,6.6,1958
4935,10264,Hamlet,1990-12-19,14.034,6.6,387
4936,5121,The Sugarland Express,1974-04-05,12.409,6.6,354
4937,500840,I'm Thinking of Ending Things,2020-08-28,21.097,6.587,1841
4938,253306,Housebound,2014-09-04,10.984,6.587,804
4939,113160,My First Time,2012-01-18,10.671,6.6,529
4940,10803,Logan's Run,1976-06-23,37.271,6.586,888
4941,1562,28 Weeks Later,2007-04-26,39.868,6.587,4074
4942,944,Lethal Weapon 4,1998-07-10,29.78,6.587,2505
4943,800158,The Killer,2023-10-25,46.428,6.587,1777
4944,615656,Meg 2: The Trench,2023-08-02,177.949,6.587,3062
4945,471506,Greta,2019-02-28,27.388,6.6,1259
4946,9638,Phantasm,1979-03-28,15.882,6.585,650
4947,668,On Her Majesty's Secret Service,1969-12-18,44.972,6.6,1773
4948,410117,Lady Macbeth,2016-12-12,22.488,6.6,722
4949,300673,The Finest Hours,2016-01-27,26.251,6.585,1545
4950,21407,The Collector,2009-07-09,23.383,6.6,1392
4951,9352,EuroTrip,2004-02-20,43.16,6.584,2424
4952,166076,Superman: Unbound,2013-04-23,14.37,6.6,375
4953,12637,"New York, New York",1977-06-21,10.284,6.6,428
4954,11183,French Fried Vacation,1978-11-11,8.374,6.6,854
4955,577,To Die For,1995-09-22,32.56,6.6,734
4956,897087,Freelance,2023-10-05,227.911,6.579,718
4957,720755,The Kid Detective,2020-10-16,13.799,6.584,369
4958,511785,Alex Strangelove,2018-04-16,13.026,6.6,1506
4959,487476,Nothing to Hide,2018-10-17,12.45,6.6,1312
4960,413518,Pinocchio,2019-12-19,24.386,6.6,1469
4961,242042,Barefoot,2014-02-02,11.103,6.6,590
4962,5680,Elvira: Mistress of the Dark,1988-09-30,20.962,6.6,490
4963,2105,American Pie,1999-07-09,67.713,6.583,7397
4964,551804,Freaky,2020-11-12,24.807,6.582,1528
4965,311291,45 Years,2015-08-04,13.364,6.58,708
4966,13922,The Great Raid,2005-08-12,18.945,6.6,330
4967,9093,The Four Feathers,2002-09-08,15.559,6.6,506
4968,454467,Noelle,2019-11-12,15.282,6.6,610
4969,3877,Things We Lost in the Fire,2007-09-26,10.568,6.6,333
4970,480001,The Art of Self-Defense,2019-07-12,15.767,6.581,679
4971,11430,The Lion King 1½,2004-02-06,49.657,6.6,2864
4972,10875,The Fabulous Baker Boys,1989-10-13,18.739,6.6,308
4973,2882,Hunting & Gathering,2007-03-21,13.063,6.6,383
4974,1586,Secret Window,2004-03-12,28.83,6.579,3444
4975,645788,The Protégé,2021-08-19,25.108,6.6,919
4976,12775,Flesh + Blood,1985-08-30,17.773,6.6,349
4977,6575,Walk Hard: The Dewey Cox Story,2007-12-21,21.58,6.6,636
4978,1593,Night at the Museum,2006-12-20,49.521,6.579,9848
4979,758724,The Cellar,2022-03-25,21.525,6.6,425
4980,239678,This Is Where I Leave You,2014-09-10,20.908,6.6,1261
4981,834,Underworld: Evolution,2006-01-12,46.084,6.578,3857
4982,897087,Freelance,2023-10-05,227.911,6.577,719
4983,411638,The Fury of a Patient Man,2016-09-09,11.71,6.6,418
4984,12165,The Burning Plain,2008-11-07,17.204,6.577,415
4985,171274,Inherent Vice,2014-12-12,39.731,6.576,2389
4986,44048,Unstoppable,2010-11-04,35.955,6.576,3377
4987,28260,Return of the Living Dead III,1993-10-01,27.267,6.576,798
4988,10389,The Eye,2002-05-09,17.401,6.6,396
4989,467936,The Children Act,2018-08-01,13.585,6.6,594
4990,433310,When We First Met,2018-02-09,16.806,6.575,2241
4991,10412,Romper Stomper,1992-03-05,18.193,6.6,482
4992,8066,Stay,2005-09-24,20.891,6.575,1247
4993,51540,Horrible Bosses,2011-07-08,30.857,6.6,6134
4994,11468,The Salton Sea,2002-02-02,15.832,6.6,303
4995,10503,Happy-Go-Lucky,2008-04-18,11.028,6.6,423
4996,4564,Sex and the City,2008-05-12,58.025,6.6,2038
4997,123,The Lord of the Rings,1978-11-15,26.809,6.6,825
4998,457136,Mary Queen of Scots,2018-12-07,20.329,6.6,1716
4999,64678,The Art of Getting By,2011-06-17,21.149,6.6,1267
5000,18331,The Nutty Professor,1963-06-04,20.467,6.6,392
5001,9595,Hot Shots!,1991-07-31,36.84,6.6,2053
5002,8696,Calendar Girls,2003-09-02,13.948,6.571,359
5003,649609,Renfield,2023-04-07,38.829,6.572,1412
5004,48289,The Debt,2010-09-30,17.648,6.6,858
5005,39939,Super Troopers,2001-02-15,12.954,6.572,1034
5006,423204,Angel Has Fallen,2019-08-21,54.355,6.6,3321
5007,164457,Out of the Furnace,2013-11-09,17.72,6.571,1874
5008,20539,The Crucible,1996-11-27,17.93,6.6,472
5009,10388,The Limey,1999-10-08,20.992,6.571,399
5010,9342,The Mask of Zorro,1998-07-16,50.289,6.6,3840
5011,489927,The Kindergarten Teacher,2018-09-23,10.602,6.57,327
5012,329712,The Measure of a Man,2015-03-16,6.278,6.6,330
5013,22586,The Swan Princess,1994-11-18,31.455,6.57,929
5014,10398,Double Jeopardy,1999-09-24,31.829,6.6,1242
5015,3638,No Reservations,2007-06-15,28.62,6.57,1222
5016,2779,The Curse of the Jade Scorpion,2001-08-05,10.368,6.6,731
5017,967585,Alibi.com 2,2023-02-08,42.361,6.6,353
5018,955916,Lift,2024-01-10,164.234,6.6,977
5019,594767,Shazam! Fury of the Gods,2023-03-15,87.535,6.569,2856
5020,10409,Strictly Ballroom,1992-08-20,13.336,6.6,327
5021,667,You Only Live Twice,1967-06-13,58.283,6.6,2062
5022,955916,Lift,2024-01-10,164.234,6.6,977
5023,585216,Escape Room: Tournament of Champions,2021-07-01,32.479,6.6,1888
5024,345009,Mine,2016-10-06,24.637,6.6,1233
5025,44945,Trust,2010-09-10,26.049,6.6,898
5026,11887,High School Musical 3: Senior Year,2008-10-11,24.331,6.6,3370
5027,10947,High School Musical,2006-01-20,25.966,6.568,4448
5028,8461,Funny Games,2008-03-14,22.33,6.567,1951
5029,816,Austin Powers: International Man of Mystery,1997-05-02,31.577,6.568,3230
5030,45132,Super,2010-11-26,22.538,6.6,1459
5031,3638,No Reservations,2007-06-15,28.62,6.57,1222
5032,163,Ocean's Twelve,2004-12-09,42.606,6.566,6990
5033,448095,I Still See You,2018-09-27,15.509,6.6,589
5034,8643,The Exorcism of Emily Rose,2005-09-09,36.176,6.565,2651
5035,241842,Dead Snow 2: Red vs. Dead,2014-02-12,21.902,6.6,594
5036,15393,Play Misty for Me,1971-10-01,15.328,6.6,455
5037,12720,Suicide Club,2001-10-29,13.864,6.564,453
5038,11012,Damage,1992-12-02,27.168,6.6,422
5039,554230,The Lost Daughter,2021-12-16,20.009,6.563,893
5040,2788,Reality Bites,1994-02-18,20.45,6.6,687
5041,435921,It’s the Law,2017-01-19,6.473,6.6,739
5042,398181,You Were Never Really Here,2017-11-08,23.533,6.563,2667
5043,347626,He's All That,2021-08-27,25.462,6.6,1305
5044,310135,Turbo Kid,2015-08-14,14.321,6.6,666
5045,75174,The Grey,2012-01-26,55.482,6.563,3682
5046,12924,The Place Promised in Our Early Days,2004-11-20,18.793,6.6,482
5047,9707,Bubba Ho-tep,2002-06-09,10.938,6.6,570
5048,2978,Ghostbusters II,1989-06-16,70.971,6.562,4180
5049,814338,Lady Chatterley's Lover,2022-11-22,33.373,6.6,367
5050,575776,Saint Maud,2020-10-09,17.301,6.563,668
5051,12133,Step Brothers,2008-07-25,33.217,6.561,2974
5052,351044,Welcome to Marwen,2018-12-21,21.195,6.56,1098
5053,348350,Solo: A Star Wars Story,2018-05-15,40.896,6.56,8188
5054,287590,Saint Seiya: Legend of Sanctuary,2014-06-21,33.407,6.6,654
5055,241259,Alice Through the Looking Glass,2016-05-25,57.918,6.56,6205
5056,16538,"I Love You, Man",2009-03-20,15.664,6.561,1633
5057,10800,Dragon Hunters,2008-03-19,19.079,6.6,430
5058,10215,Sliding Doors,1998-04-23,20.204,6.6,1250
5059,7450,Titan A.E.,2000-06-16,23.714,6.6,1033
5060,7450,Titan A.E.,2000-06-16,23.714,6.6,1033
5061,613099,The Legacy of the Bones,2019-12-05,16.25,6.6,401
5062,13062,Boundin',2003-11-04,11.206,6.6,524
5063,11300,Something Wild,1986-11-07,13.672,6.6,311
5064,1894,Star Wars: Episode II - Attack of the Clones,2002-05-15,47.608,6.559,12738
5065,8488,Hitch,2005-02-11,38.406,6.558,5565
5066,7518,Over the Hedge,2006-05-17,47.159,6.6,4278
5067,396810,The Last Word,2017-03-03,13.496,6.6,343
5068,112336,Hitchcock,2012-11-22,20.26,6.557,1454
5069,19405,Recess: School's Out,2001-02-16,23.248,6.6,323
5070,10539,James and the Giant Peach,1996-04-12,35.366,6.557,1247
5071,9950,Find Me Guilty,2006-03-16,14.23,6.6,462
5072,244509,Cold in July,2014-05-23,11.839,6.556,708
5073,25059,Homeward Bound II: Lost in San Francisco,1996-03-08,21.539,6.6,440
5074,3049,Ace Ventura: Pet Detective,1994-02-04,41.816,6.556,5554
5075,595586,Causeway,2022-10-28,17.174,6.555,391
5076,88005,Seeking a Friend for the End of the World,2012-06-22,17.467,6.6,1948
5077,59860,Monte Carlo,2011-07-01,23.511,6.555,2046
5078,19898,Pandorum,2009-09-08,29.014,6.6,2255
5079,565743,The Vast of Night,2019-06-01,13.946,6.554,973
5080,424139,Halloween,2018-10-18,111.266,6.554,4506
5081,339095,The Last Days of American Crime,2020-06-05,14.238,6.6,802
5082,9429,A Night at the Roxbury,1998-10-01,25.14,6.6,852
5083,4958,The Legend of Bagger Vance,2000-11-02,15.351,6.6,847
5084,1945,Nell,1994-12-23,15.04,6.6,470
5085,730769,Some Like It Rare,2021-09-10,11.637,6.6,366
5086,544404,Who You Think I Am,2019-02-27,11.458,6.6,309
5087,417859,Puss in Boots,2011-10-27,57.685,6.6,3797
5088,340176,Tag,2015-05-11,25.609,6.553,319
5089,19124,Blind Fury,1989-08-17,18.896,6.6,425
5090,17689,The Gauntlet,1977-12-17,21.895,6.6,489
5091,11364,Regarding Henry,1991-07-10,15.346,6.6,549
5092,10872,The Ref,1994-03-09,14.454,6.6,312
5093,11281,Halloween II,1981-10-30,42.494,6.552,1908
5094,588,Silent Hill,2006-04-21,48.653,6.552,4086
5095,877183,The Simpsons in Plusaversary,2021-11-12,32.653,6.6,395
5096,11064,Brewster's Millions,1985-05-22,18.239,6.6,552
5097,486131,Shaft,2019-06-14,28.243,6.5,1641
5098,438674,Dragged Across Concrete,2018-09-03,30.729,6.55,926
5099,425591,I Don't Feel at Home in This World Anymore,2017-01-19,10.459,6.5,1240
5100,300693,Truth,2015-10-16,11.523,6.5,463
5101,60309,The Conspirator,2011-04-15,19.323,6.5,422
5102,10890,Stripes,1981-06-26,31.112,6.55,853
5103,9664,Flyboys,2006-09-22,52.425,6.5,762
5104,9087,The American President,1995-11-17,24.468,6.5,670
5105,503125,Little Monsters,2019-08-29,13.829,6.5,634
5106,227156,The Giver,2014-08-13,45.637,6.549,4315
5107,10909,Kalifornia,1993-06-24,20.421,6.5,727
5108,10650,Sudden Impact,1983-12-08,27.286,6.5,844
5109,3902,I'm Not There,2007-10-01,13.217,6.5,658
5110,613349,A Good Doctor,2019-12-11,12.733,6.5,300
5111,413658,The Warriors Gate,2016-11-18,19.903,6.5,333
5112,296271,The Devil Conspiracy,2023-01-13,39.505,6.5,345
5113,264656,The Homesman,2014-05-18,18.507,6.5,757
5114,231576,Wish I Was Here,2014-07-18,11.41,6.5,697
5115,13161,Big Stan,2007-11-03,30.145,6.5,846
5116,374465,Things to Come,2016-04-06,11.722,6.5,300
5117,80389,Get the Gringo,2012-03-15,25.267,6.547,1565
5118,70981,Prometheus,2012-05-30,82.675,6.547,11666
5119,1865,Pirates of the Caribbean: On Stranger Tides,2011-05-15,135.679,6.547,13542
5120,1865,Pirates of the Caribbean: On Stranger Tides,2011-05-15,135.679,6.547,13542
5121,413644,The Son of Bigfoot,2017-07-26,28.289,6.5,463
5122,339259,The Man with the Iron Heart,2017-05-25,22.428,6.5,738
5123,309245,Mistress America,2015-08-14,15.348,6.5,511
5124,70981,Prometheus,2012-05-30,82.675,6.546,11665
5125,10493,Dead Calm,1989-04-07,22.414,6.546,688
5126,7211,Dan in Real Life,2007-10-26,18.641,6.5,1152
5127,125521,Slayers Return,1996-08-03,10.958,6.5,1850
5128,466081,The Informer,2019-08-30,46.138,6.544,788
5129,274857,King Arthur: Legend of the Sword,2017-05-10,53.07,6.544,5512
5130,83201,Puss in Boots: The Three Diablos,2012-02-07,37.292,6.5,450
5131,48492,Detective Dee and the Mystery of the Phantom Flame,2010-09-18,21.445,6.5,371
5132,12106,The Quick and the Dead,1995-02-09,33.466,6.5,1636
5133,10652,Hamburger Hill,1987-08-07,21.448,6.5,433
5134,10184,He's Just Not That Into You,2009-02-06,38.789,6.544,3513
5135,10052,Dragonfly,2002-02-22,18.169,6.5,814
5136,46528,The Warrior's Way,2010-12-01,19.304,6.5,599
5137,9768,Cry-Baby,1990-04-06,20.903,6.5,1445
5138,9255,Hot Shots! Part Deux,1993-05-21,42.465,6.5,1758
5139,5139,The Fox and the Child,2007-12-27,9.371,6.5,335
5140,1893,Star Wars: Episode I - The Phantom Menace,1999-05-19,57.825,6.543,14039
5141,27324,Pulse,2001-02-03,17.796,6.5,459
5142,13122,The People Under the Stairs,1991-11-01,15.768,6.539,623
5143,12690,Appaloosa,2008-09-19,15.43,6.5,934
5144,11247,A Cinderella Story,2004-07-16,33.197,6.5,3084
5145,9689,Hollywood Ending,2002-05-03,12.219,6.5,473
5146,9445,Apt Pupil,1998-10-23,14.636,6.541,605
5147,8840,DragonHeart,1996-05-31,25.706,6.5,1898
5148,4413,The Brave One,2007-09-12,18.785,6.538,897
5149,948276,Lost Bullet 2,2022-11-10,36.914,6.5,343
5150,616747,Haunted Mansion,2023-07-26,47.821,6.541,933
5151,429473,Lou,2022-09-23,32.303,6.5,625
5152,87499,The East,2013-05-31,12.841,6.5,734
5153,17898,Silver Bullet,1985-10-10,22.987,6.5,558
5154,10818,Water Lilies,2007-05-17,21.662,6.5,389
5155,10414,The Mighty Ducks,1992-10-02,15.007,6.54,833
5156,206647,Spectre,2015-10-26,121.313,6.541,10183
5157,11814,Weird Science,1985-08-01,25.067,6.5,1308
5158,9035,Slither,2006-03-31,30.838,6.539,1446
5159,800939,Ticket to Paradise,2022-09-08,27.925,6.539,996
5160,13122,The People Under the Stairs,1991-11-01,15.768,6.539,623
5161,11027,The Postman Always Rings Twice,1981-03-20,24.388,6.5,467
5162,9035,Slither,2006-03-31,30.838,6.539,1446
5163,864959,The Curse of Bridge Hollow,2022-10-14,15.795,6.5,433
5164,18111,Bride of Re-Animator,1990-09-01,13.986,6.5,423
5165,13704,License to Drive,1988-07-06,23.577,6.5,346
5166,12797,Ghost Town,2008-09-19,16.169,6.5,921
5167,9873,F/X,1986-02-07,15.806,6.5,398
5168,6538,Charlie Wilson's War,2007-12-19,20.076,6.5,1395
5169,4413,The Brave One,2007-09-12,18.785,6.538,897
5170,6950,Outbreak,1995-03-10,32.218,6.5,2136
