,id,title,release_date,popularity,vote_average,vote_count
1857,587792,Palm Springs,2020-07-10,38.435,7.33,2892
1858,901362,Trolls Band Together,2023-10-12,156.517,7.3,735
1859,4543,Monty Python's The Meaning of Life,1983-03-31,16.829,7.3,1778
1860,876792,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022-11-25,45.369,7.328,364
1861,486947,The Guilty,2018-02-22,13.655,7.328,1606
1862,28055,Blood and Black Lace,1964-04-10,13.937,7.3,377
1863,2666,Dark City,1998-02-27,75.68,7.327,2652
1864,1429,25th Hour,2002-12-19,24.741,7.328,2246
1865,259316,Fantastic Beasts and Where to Find Them,2016-11-16,82.339,7.3,18314
1866,54138,Star Trek Into Darkness,2013-05-05,50.581,7.327,8841
1867,324552,John Wick: Chapter 2,2017-02-08,88.424,7.326,12558
1868,965,The Magnificent Ambersons,1942-07-10,20.859,7.3,397
1869,583689,Moxie,2021-03-03,17.059,7.3,775
1870,269258,Head Full of Honey,2014-12-25,9.621,7.3,335
1871,46919,Daisies,1966-12-30,15.958,7.3,348
1872,687,Dead Man Walking,1995-12-29,24.178,7.324,1284
1873,504608,Rocketman,2019-05-17,40.563,7.3,4451
1874,191714,The Lunchbox,2013-09-20,12.964,7.3,667
1875,15362,Mesrine: Public Enemy #1,2008-11-19,15.764,7.324,838
1876,9589,Christiane F.,1981-04-02,18.238,7.325,1260
1877,297,Meet Joe Black,1998-11-12,63.893,7.3,4875
1878,508642,Gonjiam: Haunted Asylum,2018-03-28,40.201,7.3,597
1879,18183,Like Water for Chocolate,1992-04-16,18.296,7.3,433
1880,15003,Chocolate,2008-02-06,16.694,7.3,461
1881,7979,The Kite Runner,2007-12-14,18.407,7.3,1099
1882,759,Gentlemen Prefer Blondes,1953-07-14,22.339,7.323,912
1883,11948,"Merry Christmas, Mr. Lawrence",1983-05-28,21.201,7.3,425
1884,10234,Funny Games,1997-09-11,17.307,7.3,1719
1885,866,Finding Neverland,2004-10-17,28.041,7.3,3443
1886,446893,Trolls World Tour,2020-03-11,54.516,7.3,2070
1887,25623,House,1977-08-26,18.178,7.321,609
1888,3063,Duck Soup,1933-11-12,16.61,7.3,733
1889,2977,Becoming Jane,2007-03-02,26.254,7.3,1124
1890,590223,Love and Monsters,2020-10-16,63.472,7.32,3852
1891,21348,Kirikou and the Sorceress,1998-12-09,22.91,7.3,1056
1892,18785,The Hangover,2009-06-02,87.141,7.32,16328
1893,9539,Martyrs,2008-06-12,33.143,7.32,2550
1894,3131,Gangs of New York,2002-12-14,34.52,7.32,6353
1895,2841,A Very Long Engagement,2004-10-27,15.871,7.3,1149
1896,2502,The Bourne Supremacy,2004-07-23,45.098,7.32,7211
1897,1029575,The Family Plan,2023-12-14,245.712,7.319,1122
1898,449406,Vivo,2021-07-30,31.317,7.3,679
1899,420814,Christopher Robin,2018-08-02,27.386,7.319,2619
1900,759,Gentlemen Prefer Blondes,1953-07-14,22.339,7.323,912
1901,390497,Tunnel,2016-08-10,14.419,7.3,547
1902,6949,"What's Up, Doc?",1972-03-09,15.987,7.3,359
1903,13688,CJ7,2008-01-30,34.57,7.3,650
1904,10669,Deliverance,1972-08-18,27.509,7.3,1489
1905,4816,Ghost Dog: The Way of the Samurai,1999-10-06,22.153,7.315,1121
1906,242643,Batman: Assault on Arkham,2014-08-12,21.482,7.3,1065
1907,122917,The Hobbit: The Battle of the Five Armies,2014-12-10,142.49,7.316,13757
1908,265712,Stand by Me Doraemon,2014-08-08,52.967,7.314,507
1909,10647,Pay It Forward,2000-10-20,26.187,7.3,1696
1910,7445,Brothers,2009-12-02,62.095,7.314,3403
1911,779,Vampyr,1932-05-06,12.49,7.3,483
1912,539617,Big Time Adolescence,2020-03-13,17.015,7.3,323
1913,420809,Maleficent: Mistress of Evil,2019-10-16,59.252,7.3,5888
1914,13932,Jack-Jack Attack,2005-03-15,15.157,7.3,884
1915,5548,RoboCop,1987-07-17,115.049,7.313,4840
1916,535356,Elisa & Marcela,2019-05-24,15.156,7.312,370
1917,453395,Doctor Strange in the Multiverse of Madness,2022-05-04,114.09,7.312,8553
1918,432616,Promise at Dawn,2017-12-20,12.502,7.3,476
1919,119450,Dawn of the Planet of the Apes,2014-07-08,200.158,7.312,10695
1920,167073,Brooklyn,2015-10-20,43.768,7.31,2993
1921,801,"Good Morning, Vietnam",1987-12-23,25.875,7.31,2561
1922,400617,Phantom Thread,2017-12-25,30.226,7.309,3341
1923,212167,Patema Inverted,2013-11-09,18.098,7.3,387
1924,38142,5 Centimeters per Second,2007-03-03,28.65,7.309,1856
1925,12140,Ghost in the Shell 2: Innocence,2004-03-06,24.305,7.3,800
1926,7340,Carrie,1976-11-03,45.294,7.309,3624
1927,1830,Lord of War,2005-09-16,47.566,7.309,4537
1928,764,The Evil Dead,1981-09-10,51.218,7.3,3775
1929,690,Pickpocket,1959-12-16,11.431,7.3,477
1930,304357,Woman in Gold,2015-03-20,24.111,7.3,1341
1931,10911,The Guns of Navarone,1961-04-27,29.543,7.3,739
1932,9652,The Passenger,1975-02-28,14.159,7.3,461
1933,922,Dead Man,1995-12-23,14.996,7.3,1490
1934,498248,Mia and the White Lion,2018-08-02,23.452,7.3,838
1935,205587,The Judge,2014-10-08,92.313,7.306,3880
1936,57212,War Horse,2011-12-25,37.603,7.306,3279
1937,30061,Justice League: Crisis on Two Earths,2010-02-23,21.603,7.3,662
1938,11426,From Here to Eternity,1953-08-28,18.595,7.306,591
1939,10312,Patch Adams,1998-12-25,27.399,7.3,3092
1940,11426,From Here to Eternity,1953-08-28,18.595,7.306,591
1941,10312,Patch Adams,1998-12-25,27.399,7.3,3092
1942,255,Stolen Kisses,1968-09-04,19.003,7.3,400
1943,112198,What's in a Name,2012-04-25,9.578,7.304,1615
1944,6404,Nosferatu the Vampyre,1979-01-17,16.482,7.306,774
1945,2640,Heathers,1989-03-31,45.289,7.305,1594
1946,1265,Bridge to Terabithia,2007-02-15,59.995,7.3,4551
1947,951491,Saw X,2023-09-27,120.669,7.304,1648
1948,846214,"The Simpsons: The Good, the Bart, and the Loki",2021-07-07,30.537,7.3,645
1949,4771,Gone Baby Gone,2007-09-18,28.488,7.304,3593
1950,440596,Kiss and Cry,2017-02-10,8.676,7.3,404
1951,407448,Detroit,2017-07-28,38.007,7.3,1577
1952,228194,The Hundred-Foot Journey,2014-08-06,13.791,7.3,1379
1953,44264,True Grit,2010-12-22,34.023,7.303,5054
1954,11963,Three Days of the Condor,1975-08-01,26.108,7.303,1089
1955,3109,The Quiet Man,1952-07-21,15.431,7.301,492
1956,1110358,Yannick,2023-08-02,29.508,7.294,415
1957,318121,The Fundamentals of Caring,2016-06-16,15.17,7.3,2110
1958,75624,Naruto Shippuden the Movie: Blood Prison,2011-07-30,38.803,7.29,547
1959,15601,Scooby-Doo! and the Cyber Chase,2001-10-09,22.257,7.301,490
1960,11502,Knife in the Water,1962-03-09,12.167,7.3,408
1961,10654,Hair,1979-03-15,20.875,7.3,627
1962,1040148,"Ruby Gillman, Teenage Kraken",2023-06-28,87.815,7.3,886
1963,65229,Tomboy,2011-04-20,15.552,7.3,659
1964,61791,Rise of the Planet of the Apes,2011-08-03,137.128,7.301,11198
1965,45612,Source Code,2011-03-30,54.591,7.3,7996
1966,861,Total Recall,1990-06-01,83.066,7.3,5507
1967,590,The Hours,2002-12-27,24.029,7.3,1598
1968,49538,X-Men: First Class,2011-06-01,2.963,7.299,12328
1969,40794,Loose Cannons,2010-02-12,10.587,7.3,753
1970,13446,Withnail & I,1987-06-19,14.371,7.3,522
1971,11886,Robin Hood,1973-11-08,48.01,7.299,4184
1972,10112,The Aristocats,1970-12-24,51.431,7.299,4808
1973,1802,La Ceremonie,1995-08-30,11.623,7.3,313
1974,381,To Catch a Thief,1955-08-03,23.234,7.3,1418
1975,338766,Hell or High Water,2016-08-11,39.459,7.298,4284
1976,1491,The Illusionist,2006-08-18,34.471,7.298,4710
1977,813,Airplane!,1980-07-02,43.762,7.298,4258
1978,104,Run Lola Run,1998-03-03,25.351,7.299,2102
1979,21032,Balto,1995-12-22,29.138,7.295,1969
1980,11101,Stalingrad,1993-01-20,24.461,7.297,523
1981,297270,Tinker Bell and the Legend of the NeverBeast,2014-12-12,71.309,7.296,1010
1982,121642,Twice Born,2012-09-13,13.554,7.3,436
1983,36040,Walkabout,1971-07-01,24.937,7.301,371
1984,16234,Batman Beyond: Return of the Joker,2000-12-12,25.404,7.3,1065
1985,199,Star Trek: First Contact,1996-11-22,23.646,7.295,1669
1986,58857,13 Assassins,2010-09-09,28.253,7.297,1064
1987,11943,Jeremiah Johnson,1972-09-10,27.111,7.3,568
1988,11499,Frost/Nixon,2008-10-15,11.352,7.3,1120
1989,9090,"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,29.076,7.295,618
1990,87,Indiana Jones and the Temple of Doom,1984-05-23,59.303,7.295,8876
1991,1071806,Hunger,2023-04-04,32.478,7.3,343
1992,547258,Play,2019-09-04,6.406,7.3,340
1993,356296,Suburra,2015-10-14,12.609,7.3,1229
1994,34653,A Single Man,2009-12-11,24.703,7.294,1476
1995,15384,Red Cliff II,2009-01-07,21.906,7.3,423
1996,557,Spider-Man,2002-05-01,114.257,7.294,18298
1997,900667,One Piece Film Red,2022-08-06,81.322,7.3,883
1998,610120,Anima,2019-06-27,7.834,7.3,411
1999,25673,A Place in the Sun,1951-06-12,26.44,7.3,355
2000,15392,Crossroads,1986-03-14,20.715,7.3,396
2001,12900,Conspiracy,2001-05-19,16.789,7.3,377
2002,323661,Mune: Guardian of the Moon,2015-02-05,25.678,7.3,520
2003,259693,The Conjuring 2,2016-06-08,79.287,7.292,8067
2004,114150,Pitch Perfect,2012-09-28,34.534,7.292,6359
2005,8337,They Live,1988-11-04,25.549,7.3,2861
2006,3,Shadows in Paradise,1986-10-17,11.705,7.292,354
2007,453278,The Rider,2018-03-28,13.34,7.3,467
2008,53457,Sarah's Key,2010-09-16,14.074,7.3,662
2009,571468,Freaks Out,2021-10-28,11.156,7.3,843
2010,497582,Enola Holmes,2020-09-23,32.397,7.3,5794
2011,396263,GANTZ:O,2016-10-14,46.091,7.29,723
2012,75624,Naruto Shippuden the Movie: Blood Prison,2011-07-30,38.803,7.29,547
2013,4710,Masculin Féminin,1966-03-22,24.056,7.3,357
2014,1433,The Devil's Backbone,2001-04-20,16.029,7.29,1167
2015,941,Lethal Weapon,1987-03-06,33.528,7.29,4347
2016,298582,Full Out,2015-09-11,13.2,7.3,337
2017,271674,Suite Française,2015-03-12,17.7,7.3,1077
2018,10794,The Party,1968-04-04,21.923,7.3,713
2019,79120,Weekend,2011-10-23,12.949,7.287,501
2020,30497,The Texas Chain Saw Massacre,1974-10-01,52.705,7.287,3075
2021,889699,Holy Spider,2022-07-13,19.904,7.286,327
2022,493922,Hereditary,2018-06-07,65.853,7.286,7244
2023,408220,Justice League Dark,2017-01-24,17.428,7.3,1015
2024,14554,Bad Day at Black Rock,1955-01-13,13.48,7.3,343
2025,413279,Team Thor,2016-08-28,11.86,7.285,506
2026,80184,The Hidden Face,2011-09-16,59.327,7.285,972
2027,36940,The First Beautiful Thing,2010-01-15,7.741,7.3,500
2028,550231,The Secret: Dare to Dream,2020-04-16,17.352,7.284,565
2029,140607,Star Wars: The Force Awakens,2015-12-15,67.475,7.284,18840
2030,837,Videodrome,1983-02-04,24.643,7.3,2069
2031,539681,DC League of Super-Pets,2022-07-27,49.711,7.283,1454
2032,197082,Venus in Fur,2013-05-28,14.375,7.3,657
2033,17814,Assault on Precinct 13,1976-10-08,18.772,7.3,1014
2034,9325,The Jungle Book,1967-10-18,65.485,7.283,6013
2035,6145,Fracture,2007-04-19,35.631,7.282,3738
2036,379291,Justice League vs. Teen Titans,2016-03-26,25.398,7.3,927
2037,19913,(500) Days of Summer,2009-07-17,49.451,7.281,9702
2038,3176,Battle Royale,2000-12-16,32.51,7.281,3223
2039,177,The Fisher King,1991-09-20,15.181,7.281,1266
2040,69735,Batman: Year One,2011-09-27,34.811,7.28,910
2041,2639,Deconstructing Harry,1997-12-12,17.19,7.3,909
2042,663870,Riders of Justice,2020-11-19,23.254,7.279,779
2043,353577,Love at First Sight,2023-09-15,29.15,7.279,472
2044,9603,Clueless,1995-07-19,47.64,7.279,4189
2045,1791,The Piano Teacher,2001-09-05,31.856,7.3,1037
2046,403450,At War for Love,2016-10-27,5.298,7.3,501
2047,300671,13 Hours: The Secret Soldiers of Benghazi,2016-01-14,82.724,7.277,3383
2048,10440,Manhattan Murder Mystery,1993-05-02,12.58,7.3,1021
2049,6619,Death in Venice,1971-03-02,13.18,7.3,457
2050,68734,Argo,2012-10-11,30.549,7.276,8002
2051,13597,Labyrinth,1986-06-27,54.961,7.3,2288
2052,11305,Mystery Train,1989-09-06,13.535,7.3,411
2053,9502,Kung Fu Panda,2008-06-04,185.271,7.276,11106
2054,53565,Steamboat Willie,1928-11-18,17.33,7.3,507
2055,19067,The Duellists,1977-08-31,18.221,7.3,512
2056,9837,The Prince of Egypt,1998-12-16,52.814,7.275,3786
2057,286192,Lava,2014-10-10,12.91,7.3,1030
2058,99861,Avengers: Age of Ultron,2015-04-22,90.088,7.3,22359
2059,9550,House of Flying Daggers,2004-05-19,25.592,7.3,1540
2060,2270,Stardust,2007-08-09,35.352,7.3,3886
2061,483980,Z-O-M-B-I-E-S,2018-02-16,27.5,7.3,658
2062,360606,Adventures in Babysitting,2016-06-24,23.485,7.3,396
2063,318781,Colonia,2015-06-24,30.88,7.3,1848
2064,284689,Testament of Youth,2014-10-14,14.454,7.3,726
2065,121875,In the House,2012-09-26,24.485,7.273,800
2066,25205,The Concert,2009-11-04,9.188,7.3,481
2067,20620,Seconds,1966-10-05,9.819,7.272,331
2068,14551,Winchester '73,1950-07-12,14.696,7.3,329
2069,156022,The Equalizer,2014-09-24,96.355,7.271,8669
2070,60308,Moneyball,2011-09-23,34.551,7.271,4880
2071,26842,The Message,1976-03-09,18.133,7.3,329
2072,11450,Quiz Show,1994-08-25,20.373,7.3,848
2073,9587,Little Women,1994-12-21,27.247,7.3,1159
2074,1262,Stranger Than Fiction,2006-09-09,18.531,7.271,2179
2075,850,A Christmas Story,1983-11-18,13.697,7.271,1175
2076,558,Spider-Man 2,2004-06-25,34.135,7.271,14586
2077,520172,Happiest Season,2020-11-26,21.072,7.3,1120
2078,459003,Mavka: The Forest Song,2023-03-02,98.218,7.3,632
2079,11197,Evil,2003-09-16,23.259,7.3,319
2080,391713,Lady Bird,2017-09-01,101.37,7.269,8132
2081,23566,Barbie and the Three Musketeers,2009-09-15,36.791,7.3,646
2082,2759,"The Adventures of Priscilla, Queen of the Desert",1994-05-31,21.183,7.3,748
2083,258230,A Monster Calls,2016-10-07,26.938,7.267,3210
2084,15152,"OSS 117: Cairo, Nest of Spies",2006-04-19,15.955,7.3,1653
2085,614696,#Alive,2020-06-24,30.039,7.3,1698
2086,424488,Megan Leavey,2017-06-09,31.866,7.266,740
2087,306745,Freeheld,2015-10-02,16.962,7.3,627
2088,15600,Missing,1982-02-12,12.271,7.3,352
2089,1367,Rocky II,1979-06-15,44.224,7.266,4162
2090,837881,She Said,2022-11-17,23.739,7.263,506
2091,642885,Hocus Pocus 2,2022-09-30,65.652,7.265,1564
2092,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-07-31,91.085,7.262,1131
2093,809,Shrek 2,2004-05-19,128.752,7.265,11795
2094,986280,Fallen Leaves,2023-09-14,35.313,7.263,350
2095,594328,Phineas and Ferb The Movie: Candace Against the Universe,2020-08-28,31.877,7.3,354
2096,11647,Infernal Affairs II,2003-10-01,24.044,7.3,383
2097,1598,Cape Fear,1991-11-13,26.618,7.264,3276
2098,1572,Die Hard: With a Vengeance,1995-05-19,49.563,7.264,5829
2099,830,Forbidden Planet,1956-03-23,23.463,7.3,882
2100,449924,Ip Man 4: The Finale,2019-12-19,21.485,7.263,1867
2101,1850,Man on the Moon,1999-12-22,15.086,7.3,1679
2102,1725,West Side Story,1961-12-13,19.98,7.3,1801
2103,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-07-31,91.085,7.262,1131
2104,546121,Run,2020-11-20,27.665,7.262,2426
2105,93289,Now Where Did the Seventh Company Get to?,1973-05-24,10.198,7.3,326
2106,375315,The Salesman,2016-06-24,19.134,7.3,815
2107,330457,Frozen II,2019-11-20,80.996,7.261,9388
2108,11663,The Commitments,1991-08-14,14.064,7.3,509
2109,9473,"South Park: Bigger, Longer & Uncut",1999-06-30,65.639,7.3,2571
2110,509,Notting Hill,1999-05-21,51.556,7.261,5797
2111,948713,The Last Kingdom: Seven Kings Must Die,2023-04-14,52.484,7.26,614
2112,497698,Black Widow,2021-07-07,99.665,7.26,9743
2113,19908,Zombieland,2009-10-07,51.448,7.26,11852
2114,57447,The House with Laughing Windows,1976-08-20,9.551,7.3,320
2115,50646,"Crazy, Stupid, Love.",2011-07-29,49.455,7.3,8135
2116,5506,The Ladykillers,1955-12-08,14.325,7.3,439
2117,902,The City of Lost Children,1995-05-17,25.53,7.3,1032
2118,14447,A Matter of Loaf and Death,2008-12-03,20.268,7.3,477
2119,11072,Blazing Saddles,1974-02-07,29.822,7.258,1763
2120,10795,Tell No One,2006-11-01,13.157,7.258,1330
2121,10722,The Day of the Beast,1995-10-20,11.871,7.3,506
2122,10009,Brother Bear,2003-10-23,69.966,7.258,5168
2123,451,Leaving Las Vegas,1995-10-27,26.859,7.3,1358
2124,14320,Great Expectations,1946-12-26,15.843,7.257,306
2125,12614,Victor/Victoria,1982-04-25,8.708,7.3,389
2126,12162,The Hurt Locker,2008-10-10,33.096,7.257,5380
2127,766,Army of Darkness,1992-10-31,38.264,7.3,2988
2128,778730,Crazy About Her,2021-02-26,11.546,7.3,444
2129,323677,Race,2016-02-19,18.427,7.3,1492
2130,317557,Queen of Katwe,2016-09-23,11.108,7.3,407
2131,43266,How Green Was My Valley,1941-10-28,15.651,7.3,369
2132,9609,Of Mice and Men,1992-09-16,25.677,7.3,600
2133,152780,The Past,2013-05-17,14.877,7.3,526
2134,10501,The Road to El Dorado,2000-03-31,52.13,7.255,3586
2135,9078,The Sword in the Stone,1963-12-25,44.053,7.255,3681
2136,8374,The Boondock Saints,1999-01-22,34.798,7.255,2275
2137,392982,Marshall,2017-10-13,14.699,7.3,589
2138,19666,Lagaan: Once Upon a Time in India,2001-06-15,17.542,7.254,533
2139,259761,Lights Out,2013-12-30,6.191,7.3,346
2140,37136,The Naked Gun: From the Files of Police Squad!,1988-12-02,47.154,7.253,3480
2141,20246,The Stranger,1946-07-02,13.989,7.3,547
2142,14202,The Painted Veil,2006-12-09,17.383,7.253,1111
2143,9474,My Name Is Nobody,1973-12-13,27.064,7.253,889
2144,363579,The Age of Shadows,2016-09-07,18.117,7.3,307
2145,245168,Suffragette,2015-10-16,18.747,7.3,1569
2146,9560,A Walk in the Clouds,1995-05-27,29.024,7.252,911
2147,987,The Front Page,1974-11-01,14.679,7.3,321
2148,285,Pirates of the Caribbean: At World's End,2007-05-19,117.123,7.252,13804
2149,637693,Spirit Untamed,2021-05-20,41.028,7.3,497
2150,11868,Dracula,1958-05-22,24.108,7.251,565
2151,335360,My Little Pony: The Movie,2017-10-05,30.731,7.2,362
2152,45958,Biutiful,2010-10-20,11.582,7.25,1052
2153,18947,The Boat That Rocked,2009-04-01,18.318,7.2,2028
2154,13933,One Man Band,2005-06-21,10.559,7.2,533
2155,11986,Betty Blue,1986-04-09,23.158,7.2,390
2156,2657,Pleasantville,1998-09-17,20.171,7.2,1591
2157,1594,A Shot in the Dark,1964-06-23,17.262,7.2,503
2158,632617,C'mon C'mon,2021-11-19,15.021,7.249,630
2159,118412,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012-06-23,45.122,7.2,391
2160,11832,Babette's Feast,1987-08-11,18.258,7.2,373
2161,11713,Fist of Fury,1972-03-22,36.76,7.2,893
2162,9833,The Phantom of the Opera,2004-12-08,37.648,7.249,1536
2163,8923,Green Street Hooligans,2005-09-09,21.414,7.249,2247
2164,549053,Last Christmas,2019-11-07,23.438,7.2,2262
2165,250480,The Many Adventures of Winnie the Pooh,1977-03-11,39.634,7.2,970
2166,10360,Hunger,2008-05-15,13.738,7.248,1070
2167,10139,Milk,2008-11-05,14.491,7.2,2108
2168,8424,Love Me If You Dare,2003-09-17,16.158,7.2,1739
2169,417678,"Everything, Everything",2017-05-18,22.931,7.2,3631
2170,109445,Frozen,2013-11-20,115.193,7.247,16007
2171,51497,Fast Five,2011-04-20,8.55,7.247,7877
2172,19597,The Hedgehog,2009-07-01,9.944,7.2,377
2173,2277,Bicentennial Man,1999-12-17,29.789,7.247,3482
2174,785663,Old Henry,2021-10-01,24.042,7.246,510
2175,399055,The Shape of Water,2017-12-01,51.507,7.246,11801
2176,112949,Safe Haven,2013-02-07,34.919,7.2,2247
2177,152603,Only Lovers Left Alive,2013-12-12,18.198,7.245,2090
2178,43920,Dog Pound,2010-04-24,13.59,7.2,361
2179,467244,The Zone of Interest,2023-12-15,176.062,7.245,1111
2180,20367,Detour,1945-11-30,25.743,7.2,338
2181,17687,The Public Enemy,1931-04-23,14.283,7.2,318
2182,11816,On Golden Pond,1981-12-04,15.291,7.2,435
2183,11368,Blood Simple,1984-09-07,17.383,7.2,1317
2184,5590,Donkey Skin,1970-12-20,18.94,7.2,477
2185,8363,Superbad,2007-03-20,55.185,7.242,6966
2186,209274,Ida,2013-10-25,10.688,7.2,931
2187,70670,Headhunters,2011-08-26,16.176,7.242,1187
2188,35690,The Last Song,2010-03-31,17.572,7.2,3251
2189,246,Zatoichi,2003-09-06,20.6,7.2,815
2190,399366,Marrowbone,2017-10-27,34.784,7.24,1434
2191,39108,Dragon Ball Z: Wrath of the Dragon,1995-07-15,69.814,7.2,671
2192,11929,Dolores Claiborne,1995-03-24,32.156,7.241,715
2193,8844,Jumanji,1995-12-15,20.643,7.241,10163
2194,467244,The Zone of Interest,2023-12-15,176.062,7.244,1110
2195,374205,One Piece Film: GOLD,2016-07-23,39.243,7.2,456
2196,346364,It,2017-09-06,99.341,7.24,18508
2197,198277,Begin Again,2013-09-07,21.314,7.2,3655
2198,403,Driving Miss Daisy,1989-12-13,21.917,7.2,1496
2199,340,Everything Is Illuminated,2005-09-05,11.704,7.2,714
2200,75629,Evangelion: 3.0 You Can (Not) Redo,2012-11-17,24.566,7.2,763
2201,2609,"Planes, Trains and Automobiles",1987-11-26,21.559,7.2,1810
2202,220289,Coherence,2013-09-19,31.436,7.237,2705
2203,76543,Tyrannosaur,2011-10-07,11.541,7.2,431
2204,17159,Eddie Murphy Raw,1987-11-25,11.503,7.2,315
2205,3086,The Lady Eve,1941-02-25,17.665,7.2,323
2206,345920,Collateral Beauty,2016-12-15,34.794,7.2,5227
2207,41201,The Illusionist,2010-06-16,16.523,7.2,571
2208,13368,White Christmas,1954-10-14,15.755,7.2,478
2209,571785,Time to Hunt,2020-02-22,18.956,7.2,301
2210,15487,The Greatest Game Ever Played,2005-09-30,24.999,7.2,443
2211,168259,Furious 7,2015-04-01,93.064,7.235,10289
2212,11020,Picnic at Hanging Rock,1975-09-02,15.128,7.234,738
2213,1672,The Professional,1981-10-21,19.52,7.2,497
2214,393624,Official Secrets,2019-08-30,19.903,7.2,903
2215,37724,Skyfall,2012-10-24,47.19,7.234,14799
2216,20352,Despicable Me,2010-07-08,88.75,7.235,14522
2217,761,The Wing or the Thigh?,1976-10-27,25.617,7.2,822
2218,13283,Barbie as the Island Princess,2007-09-17,34.025,7.233,690
2219,10559,Frequency,2000-04-28,17.795,7.2,1692
2220,465136,Every Day,2018-02-22,15.053,7.232,2164
2221,25846,Baaria,2009-09-24,13.361,7.2,624
2222,6537,The Orphanage,2007-05-20,29.32,7.2,2759
2223,1716,The Last Metro,1980-09-17,16.308,7.2,462
2224,502425,Escape from Pretoria,2020-03-06,25.761,7.231,1212
2225,17111,Shutter,2004-09-09,29.417,7.231,1116
2226,436343,On Body and Soul,2017-03-02,16.268,7.2,516
2227,73624,The Man from the Future,2011-09-02,10.634,7.2,345
2228,67884,Chinese Take-Away,2011-03-24,15.246,7.2,377
2229,14003,Fullmetal Alchemist the Movie: Conqueror of Shamballa,2005-07-21,22.039,7.2,324
2230,11051,The Last Temptation of Christ,1988-05-28,33.429,7.232,999
2231,399579,Alita: Battle Angel,2019-01-31,70.604,7.2,8784
2232,297762,Wonder Woman,2017-05-30,160.471,7.229,19429
2233,2567,The Aviator,2004-12-17,31.169,7.229,5114
2234,446696,Life Itself,2018-09-21,19.114,7.2,524
2235,9267,And Now for Something Completely Different,1971-09-28,10.694,7.2,495
2236,8393,The Gods Must Be Crazy,1980-09-10,34.767,7.229,1079
2237,436,Maria Full of Grace,2004-01-18,10.442,7.2,362
2238,296098,Bridge of Spies,2015-10-15,26.972,7.226,6603
2239,844,2046,2004-10-29,21.602,7.2,840
2240,844,2046,2004-10-29,21.602,7.2,840
2241,21641,The Damned United,2009-03-27,12.918,7.2,601
2242,1818,Shoot the Piano Player,1960-11-25,14.822,7.2,383
2243,979,Irreversible,2002-05-22,49.365,7.225,2740
2244,268,Batman,1989-06-21,65.535,7.225,7451
2245,842675,The Wandering Earth II,2023-01-22,77.128,7.2,466
2246,512895,Lady and the Tramp,2019-11-12,26.672,7.2,1496
2247,338189,It's Only the End of the World,2016-08-26,16.878,7.2,1566
2248,651881,Bye Bye Morons,2020-10-21,15.552,7.223,798
2249,372519,The Ten Commandments: The Movie,2016-01-28,24.364,7.2,303
2250,113082,Berserk: The Golden Age Arc I - The Egg of the King,2012-02-03,44.979,7.2,457
2251,33954,The Hawks and the Sparrows,1966-05-04,9.644,7.2,321
2252,10693,Peter Pan,1953-02-05,56.699,7.223,5179
2253,5825,National Lampoon's Christmas Vacation,1989-11-30,39.001,7.223,2235
2254,3121,Nashville,1975-06-11,19.077,7.2,373
2255,793998,Happening,2021-11-24,14.747,7.2,381
2256,75258,Secret of the Wings,2012-08-17,60.714,7.222,1163
2257,10086,Man Bites Dog,1992-08-20,17.566,7.2,863
2258,227,The Outsiders,1983-03-25,35.055,7.222,1274
2259,28043,Black Sabbath,1963-08-17,11.516,7.221,382
2260,5902,A Bridge Too Far,1977-06-15,30.927,7.2,768
2261,474395,Teen Titans Go! To the Movies,2018-07-27,32.751,7.2,1078
2262,336845,Cleveland Abduction,2015-05-02,22.74,7.2,339
2263,211387,Marvel One-Shot: Agent Carter,2013-09-03,15.957,7.22,719
2264,14047,The Great Debaters,2007-12-25,20.798,7.2,581
2265,9576,Tootsie,1982-12-17,29.194,7.2,1655
2266,504,Monster,2003-12-24,35.455,7.22,2201
2267,581734,Nomadland,2021-01-29,27.768,7.219,2832
2268,38684,Jane Eyre,2011-03-11,20.845,7.2,1399
2269,15196,Clue,1985-12-13,33.726,7.2,1605
2270,10518,Marathon Man,1976-10-08,19.715,7.2,1006
2271,9013,Midnight Run,1988-07-20,27.433,7.219,1021
2272,324849,The Lego Batman Movie,2017-02-08,69.051,7.218,4789
2273,79707,Children Who Chase Lost Voices,2011-05-07,29.327,7.2,664
2274,16907,Naruto the Movie: Ninja Clash in the Land of Snow,2004-08-21,30.366,7.218,490
2275,12622,Violent Cop,1989-08-12,17.838,7.218,358
2276,9701,North Country,2005-02-12,16.1,7.218,598
2277,1640,Crash,2005-05-06,30.164,7.218,3331
2278,1538,Collateral,2004-08-04,35.082,7.218,5341
2279,364689,Ferdinand,2017-12-09,43.328,7.217,2733
2280,36728,Naruto Shippuden the Movie: The Will of Fire,2009-08-01,36.933,7.217,410
2281,10772,Django,1966-04-06,34.499,7.217,856
2282,1621,Trading Places,1983-06-07,58.047,7.217,3111
2283,560050,Over the Moon,2020-10-16,33.614,7.216,1249
2284,13920,Radio,2003-10-24,33.519,7.216,679
